Number,Gender,Age,Income
30714,Male,63,93881
30715,Female,44,97717
30716,Female,62,84570
30717,Male,31,99103
30718,Male,54,99313
30719,Male,44,120369
30720,Female,56,92441
30721,Male,58,81792
30722,Female,40,91565
30723,Male,29,106834
30724,Male,26,115215
30725,Male,64,97798
30726,Male,42,89110
30727,Male,31,99761
30728,Female,48,98230
30729,Female,56,90910
30730,Female,26,98308
30731,Female,27,92506
30732,Male,27,108020
30733,Male,30,84598
30734,Female,27,92745
30735,Female,30,88480
30736,Female,46,84716
30737,Male,35,81648
30738,Male,36,98542
30739,Male,29,119864
30740,Female,47,106792
30741,Male,54,87537
30742,Female,38,92947
30743,Male,57,101591
30744,Female,51,82834
30745,Female,56,90678
30746,Female,51,98531
30747,Female,25,92058
30748,Male,48,105158
30749,Male,61,86429
30750,Male,39,82562
30751,Male,37,94879
30752,Female,48,94723
30753,Male,51,91990
30754,Female,60,79310
30755,Male,37,98410
30756,Male,30,78084
30757,Female,29,89985
30758,Male,28,112818
30759,Male,53,94683
30760,Male,43,104315
30761,Male,37,95850
30762,Female,43,109388
30763,Male,40,94181
30764,Male,34,98982
30765,Female,55,98983
30766,Female,63,90853
30767,Female,31,99853
30768,Male,53,97898
30769,Female,47,96566
30770,Male,27,105358
30771,Male,65,108016
30772,Male,56,116397
30773,Male,44,90023
30774,Female,46,91030
30775,Female,63,73654
30776,Male,27,102661
30777,Female,47,114433
30778,Male,60,116560
30779,Male,40,107995
30780,Male,63,101398
30781,Male,39,98939
30782,Male,48,101415
30783,Male,32,113929
30784,Female,43,82757
30785,Male,42,96537
30786,Female,29,94820
30787,Female,42,104534
30788,Male,32,95106
30789,Male,28,91579
30790,Male,58,107301
30791,Male,36,91920
30792,Male,63,107999
30793,Male,27,107813
30794,Female,31,96290
30795,Male,48,102191
30796,Male,45,102191
30797,Female,30,100840
30798,Male,42,102380
30799,Female,47,88846
30800,Male,35,90990
30801,Female,55,94726
30802,Male,45,78584
30803,Female,40,88300
30804,Female,50,88814
30805,Male,60,96951
30806,Female,37,76309
30807,Male,43,90204
30808,Male,55,103738
30809,Female,58,99615
30810,Female,62,93847
30811,Female,39,83552
30812,Male,42,96627
30813,Male,42,110257
30814,Female,30,94013
30815,Male,26,95617
30816,Male,41,96050
30817,Male,63,99127
30818,Male,46,91686
30819,Female,29,72805
30820,Male,54,94280
30821,Female,55,95553
30822,Male,32,105906
30823,Male,29,101227
30824,Male,29,118217
30825,Female,44,107514
30826,Male,41,101427
30827,Female,52,79913
30828,Male,30,91421
30829,Male,64,79033
30830,Male,43,98135
30831,Female,56,121483
30832,Male,62,100475
30833,Female,54,73771
30834,Female,40,77714
30835,Female,28,82433
30836,Female,43,85757
30837,Male,55,126649
30838,Male,38,111834
30839,Female,27,97823
30840,Male,46,101941
30841,Male,47,102237
30842,Male,49,101167
30843,Male,28,111771
30844,Male,39,93168
30845,Male,36,106921
30846,Male,43,104739
30847,Female,51,77332
30848,Female,65,90182
30849,Male,35,108636
30850,Female,55,93601
30851,Male,35,87491
30852,Female,31,82571
30853,Male,56,113998
30854,Male,51,103469
30855,Female,40,103581
30856,Male,29,113711
30857,Male,52,98054
30858,Female,59,88687
30859,Female,59,84931
30860,Female,58,98376
30861,Male,45,104392
30862,Male,52,90763
30863,Male,51,104418
30864,Female,34,78726
30865,Male,59,97196
30866,Male,52,102675
30867,Male,53,97637
30868,Male,36,103924
30869,Female,32,87241
30870,Female,38,88263
30871,Male,52,107124
30872,Female,33,95122
30873,Male,32,78116
30874,Male,51,95905
30875,Male,56,114926
30876,Female,54,89527
30877,Male,52,89320
30878,Male,55,90490
30879,Female,40,94245
30880,Female,53,68748
30881,Female,38,84240
30882,Female,62,116071
30883,Male,58,97281
30884,Female,32,102548
30885,Male,64,85577
30886,Female,60,84411
30887,Male,65,109344
30888,Female,50,80275
30889,Female,35,92981
30890,Male,56,93466
30891,Female,26,107544
30892,Male,63,108354
30893,Male,54,115041
30894,Female,41,78561
30895,Male,41,93112
30896,Male,43,107070
30897,Male,47,104755
30898,Male,56,101093
30899,Female,30,86354
30900,Male,57,99479
30901,Female,55,78407
30902,Female,26,75073
30903,Male,51,92811
30904,Female,62,100632
30905,Male,35,103257
30906,Female,35,109467
30907,Female,33,85766
30908,Male,44,107279
30909,Male,54,89911
30910,Female,52,112927
30911,Male,54,115307
30912,Male,37,107543
30913,Female,38,99286
30914,Male,28,96386
30915,Male,62,121726
30916,Male,41,107147
30917,Female,36,88019
30918,Male,51,89963
30919,Male,56,96740
30920,Male,42,92353
30921,Male,56,90673
30922,Female,62,100657
30923,Male,58,98141
30924,Female,31,85869
30925,Male,37,99343
30926,Male,27,98303
30927,Female,58,84648
30928,Male,48,111198
30929,Male,33,114242
30930,Male,64,108408
30931,Male,62,108041
30932,Female,51,95731
30933,Female,40,82640
30934,Male,30,115104
30935,Female,26,97749
30936,Male,38,91583
30937,Female,46,82366
30938,Male,31,103817
30939,Female,39,89497
30940,Male,26,95251
30941,Male,42,120889
30942,Male,26,93234
30943,Female,38,75718
30944,Male,41,102007
30945,Male,61,105836
30946,Female,56,103218
30947,Male,62,105065
30948,Male,63,95920
30949,Male,32,102157
30950,Female,40,83083
30951,Female,58,102083
30952,Male,56,95417
30953,Female,62,80109
30954,Female,39,101881
30955,Female,39,90457
30956,Female,47,86326
30957,Male,31,107912
30958,Female,59,101469
30959,Female,29,93518
30960,Male,58,87772
30961,Male,64,95603
30962,Female,48,94830
30963,Female,38,88546
30964,Male,58,96329
30965,Female,46,75806
30966,Female,49,73328
30967,Male,31,113710
30968,Male,56,105307
30969,Male,30,99784
30970,Female,56,93168
30971,Female,60,77817
30972,Male,34,84222
30973,Female,47,99259
30974,Male,38,110679
30975,Male,63,107448
30976,Female,26,75088
30977,Female,54,72628
30978,Female,54,93904
30979,Female,30,99768
30980,Male,28,104274
30981,Male,57,108580
30982,Female,29,87064
30983,Male,29,86982
30984,Female,40,93610
30985,Female,51,101558
30986,Male,45,105711
30987,Female,26,115260
30988,Male,45,94681
30989,Female,55,81115
30990,Male,63,94213
30991,Female,44,91839
30992,Female,40,80856
30993,Male,53,115929
30994,Female,31,111268
30995,Male,34,104064
30996,Female,47,87883
30997,Male,57,98140
30998,Male,36,104331
30999,Male,65,105985
31000,Male,53,92045
31001,Male,40,104736
31002,Male,63,94345
31003,Male,40,93871
31004,Male,57,87716
31005,Male,54,100250
31006,Male,48,119479
31007,Male,55,108688
31008,Female,33,86806
31009,Male,54,99604
31010,Male,27,108478
31011,Male,61,103263
31012,Female,43,107180
31013,Male,34,118959
31014,Male,62,99436
31015,Female,32,75771
31016,Female,35,83621
31017,Female,47,106730
31018,Female,62,86930
31019,Female,57,97235
31020,Male,55,102080
31021,Male,57,113527
31022,Female,50,94060
31023,Male,42,107410
31024,Female,50,106726
31025,Male,50,115091
31026,Male,25,91752
31027,Male,34,109123
31028,Male,49,105249
31029,Female,51,84560
31030,Male,27,102368
31031,Female,34,71491
31032,Male,52,102046
31033,Male,37,92167
31034,Female,30,92074
31035,Male,28,118399
31036,Female,49,69352
31037,Female,40,76620
31038,Male,64,103126
31039,Male,62,98352
31040,Male,40,110903
31041,Male,28,98446
31042,Female,30,92076
31043,Female,34,88731
31044,Female,41,82014
31045,Female,27,92049
31046,Male,56,99533
31047,Female,27,117344
31048,Female,45,77478
31049,Male,32,98920
31050,Female,44,111810
31051,Male,60,88721
31052,Female,39,104356
31053,Female,45,88225
31054,Male,34,92264
31055,Male,26,100103
31056,Male,33,98265
31057,Female,30,93393
31058,Female,40,94731
31059,Female,64,105708
31060,Male,27,118481
31061,Female,44,69080
31062,Male,60,86306
31063,Male,51,94741
31064,Male,55,96407
31065,Male,55,109562
31066,Female,54,86774
31067,Female,65,89143
31068,Male,30,112061
31069,Male,48,108670
31070,Male,65,107689
31071,Male,30,83571
31072,Male,32,106256
31073,Male,35,102603
31074,Male,37,109197
31075,Male,58,96044
31076,Male,37,113993
31077,Female,26,86846
31078,Female,49,83309
31079,Female,63,91367
31080,Female,59,93146
31081,Male,49,103045
31082,Male,46,87516
31083,Male,61,96503
31084,Male,30,109424
31085,Male,51,103490
31086,Male,57,108380
31087,Male,61,103716
31088,Male,30,96973
31089,Female,36,99241
31090,Female,61,80854
31091,Male,47,109868
31092,Male,59,95977
31093,Female,36,98553
31094,Female,28,93300
31095,Male,43,102954
31096,Female,43,98890
31097,Female,48,84694
31098,Male,54,96605
31099,Female,60,104875
31100,Female,52,93966
31101,Male,48,76550
31102,Male,39,119194
31103,Female,44,83232
31104,Male,35,102304
31105,Male,45,97869
31106,Female,54,91625
31107,Male,43,98735
31108,Female,54,90096
31109,Female,45,88454
31110,Male,62,92303
31111,Female,62,87865
31112,Female,52,84340
31113,Male,44,116743
31114,Male,48,116233
31115,Female,28,91106
31116,Male,34,91460
31117,Female,50,78263
31118,Male,56,97691
31119,Male,56,92314
31120,Male,53,98356
31121,Male,47,105063
31122,Male,62,100749
31123,Male,45,97890
31124,Male,63,89381
31125,Female,52,92084
31126,Male,53,97820
31127,Female,30,96005
31128,Female,62,96348
31129,Female,46,82351
31130,Male,53,94192
31131,Female,60,93843
31132,Female,61,77400
31133,Female,51,89651
31134,Male,55,88782
31135,Male,60,110178
31136,Male,60,107056
31137,Female,31,88250
31138,Male,28,94308
31139,Male,52,100156
31140,Female,36,78069
31141,Female,54,102369
31142,Female,64,89735
31143,Male,54,110309
31144,Female,38,101817
31145,Female,37,92505
31146,Female,35,68442
31147,Male,35,98252
31148,Female,56,87000
31149,Male,45,126153
31150,Female,48,100944
31151,Male,58,119491
31152,Female,53,97918
31153,Female,34,82502
31154,Female,54,92296
31155,Male,40,91776
31156,Female,28,84337
31157,Male,64,90601
31158,Female,60,86037
31159,Female,42,104036
31160,Female,33,80547
31161,Female,30,91238
31162,Male,56,108293
31163,Female,31,91425
31164,Male,48,100745
31165,Female,29,100085
31166,Male,27,120125
31167,Male,46,105738
31168,Male,59,108801
31169,Female,52,79944
31170,Male,48,98083
31171,Male,54,118561
31172,Male,59,102446
31173,Female,54,99887
31174,Female,33,82553
31175,Male,36,112470
31176,Male,65,103553
31177,Female,39,96196
31178,Male,41,93894
31179,Male,34,94453
31180,Male,63,102070
31181,Female,59,86048
31182,Female,64,86539
31183,Male,38,109787
31184,Male,43,85089
31185,Male,55,109351
31186,Male,41,88756
31187,Female,28,96359
31188,Female,33,92569
31189,Male,29,95830
31190,Female,46,90928
31191,Female,31,87207
31192,Male,44,85120
31193,Male,29,98096
31194,Female,65,115410
31195,Female,58,89892
31196,Female,64,82944
31197,Female,37,102934
31198,Male,46,118095
31199,Male,61,104880
31200,Female,42,86759
31201,Female,54,77774
31202,Female,55,82351
31203,Male,44,92751
31204,Male,26,90452
31205,Male,49,104979
31206,Male,50,105214
31207,Female,34,74845
31208,Male,39,103208
31209,Female,44,94805
31210,Female,56,106941
31211,Male,27,101115
31212,Male,34,104966
31213,Female,53,95610
31214,Female,27,96112
31215,Male,29,86582
31216,Male,62,97385
31217,Female,49,83085
31218,Male,35,105483
31219,Female,43,89914
31220,Male,49,97003
31221,Male,63,106344
31222,Female,35,93039
31223,Female,27,90920
31224,Female,43,96063
31225,Female,52,89191
31226,Male,52,112751
31227,Male,54,115705
31228,Female,26,65398
31229,Male,46,92660
31230,Female,41,82950
31231,Female,52,90455
31232,Female,51,88581
31233,Female,62,85796
31234,Female,30,99299
31235,Male,56,96816
31236,Male,53,106205
31237,Male,40,101911
31238,Female,57,86309
31239,Male,29,100711
31240,Male,29,108685
31241,Female,26,90987
31242,Male,54,108526
31243,Male,52,116871
31244,Male,38,120137
31245,Male,35,106338
31246,Female,49,114012
31247,Female,30,98594
31248,Male,35,100399
31249,Male,46,95059
31250,Male,29,90745
31251,Female,28,97746
31252,Male,53,92254
31253,Male,62,106576
31254,Male,56,113854
31255,Female,31,86204
31256,Female,31,85403
31257,Male,50,101754
31258,Female,30,103061
31259,Female,55,110119
31260,Male,39,103927
31261,Female,53,89360
31262,Male,64,110820
31263,Female,51,78160
31264,Female,36,66763
31265,Male,40,92610
31266,Female,49,95667
31267,Male,31,94015
31268,Male,54,93278
31269,Male,39,99626
31270,Female,49,114091
31271,Female,65,105154
31272,Male,54,98776
31273,Male,36,98309
31274,Female,33,96206
31275,Female,41,95411
31276,Female,26,79785
31277,Female,29,94861
31278,Male,41,103578
31279,Male,48,103220
31280,Female,27,84613
31281,Male,45,90712
31282,Female,44,70548
31283,Male,44,115231
31284,Male,27,89957
31285,Female,54,71062
31286,Male,45,106354
31287,Female,46,85141
31288,Male,40,95760
31289,Female,65,102867
31290,Female,54,97721
31291,Male,34,92219
31292,Female,56,88192
31293,Male,36,100107
31294,Female,35,94125
31295,Female,40,95010
31296,Male,31,92803
31297,Female,30,92591
31298,Female,29,73135
31299,Female,51,98910
31300,Male,56,98920
31301,Female,33,100017
31302,Male,39,90055
31303,Male,40,94427
31304,Female,45,89212
31305,Male,49,91801
31306,Female,49,79395
31307,Male,49,95734
31308,Female,41,87766
31309,Male,31,112786
31310,Male,59,111344
31311,Male,36,100115
31312,Female,58,91676
31313,Female,45,80761
31314,Male,46,98067
31315,Male,32,95540
31316,Male,45,109495
31317,Female,47,110714
31318,Female,57,92321
31319,Male,49,101211
31320,Male,42,98106
31321,Female,59,94035
31322,Female,49,74581
31323,Male,60,112866
31324,Female,25,99176
31325,Male,44,98229
31326,Female,52,106280
31327,Male,64,96799
31328,Male,41,106710
31329,Male,46,72974
31330,Male,62,119268
31331,Female,38,93958
31332,Female,61,81214
31333,Male,63,111175
31334,Male,59,103520
31335,Female,42,88619
31336,Male,64,107775
31337,Male,31,103431
31338,Male,45,98239
31339,Male,51,78705
31340,Male,62,111755
31341,Male,45,105556
31342,Female,64,80748
31343,Male,54,100386
31344,Female,27,87468
31345,Male,39,92073
31346,Female,28,97096
31347,Male,32,107072
31348,Male,55,103193
31349,Male,27,78147
31350,Male,47,120155
31351,Female,39,95273
31352,Male,56,80395
31353,Female,26,95962
31354,Male,32,108924
31355,Female,42,60032
31356,Male,40,113980
31357,Female,63,80454
31358,Male,31,116555
31359,Female,61,73448
31360,Male,49,106400
31361,Female,55,79825
31362,Male,29,96991
31363,Female,44,81057
31364,Male,25,109459
31365,Female,61,77104
31366,Female,57,83154
31367,Male,61,102910
31368,Male,40,102651
31369,Male,57,91563
31370,Female,34,104758
31371,Female,60,97074
31372,Female,61,73028
31373,Female,33,96813
31374,Female,33,102827
31375,Male,34,100372
31376,Female,34,80434
31377,Male,58,83781
31378,Male,44,100963
31379,Female,26,98059
31380,Female,53,92888
31381,Female,44,83889
31382,Male,62,100946
31383,Female,41,94695
31384,Male,44,97863
31385,Female,28,83663
31386,Male,50,101638
31387,Male,29,95291
31388,Male,30,96459
31389,Female,61,89751
31390,Female,51,90283
31391,Male,30,86204
31392,Male,32,81529
31393,Female,48,104896
31394,Male,38,106171
31395,Female,30,98788
31396,Female,41,85346
31397,Male,53,111461
31398,Female,28,81158
31399,Male,33,103293
31400,Male,63,106222
31401,Female,41,87413
31402,Male,63,113660
31403,Male,30,122962
31404,Male,64,108988
31405,Male,36,74527
31406,Female,33,92108
31407,Male,41,103473
31408,Female,51,91155
31409,Male,46,115887
31410,Female,34,90523
31411,Male,26,97766
31412,Female,50,94544
31413,Female,48,104849
31414,Male,60,110283
31415,Male,28,106078
31416,Female,61,103759
31417,Male,37,100792
31418,Male,64,112714
31419,Female,38,91036
31420,Female,26,90466
31421,Male,53,90984
31422,Female,43,78363
31423,Male,37,116624
31424,Female,55,97128
31425,Male,53,110904
31426,Female,30,81646
31427,Female,64,92242
31428,Female,29,112476
31429,Male,27,119397
31430,Male,59,94606
31431,Male,33,104935
31432,Female,36,82382
31433,Male,52,96664
31434,Female,29,95827
31435,Female,61,96607
31436,Male,35,95143
31437,Female,39,90451
31438,Male,27,91831
31439,Male,40,103268
31440,Female,60,92735
31441,Male,31,106970
31442,Male,56,106731
31443,Female,56,76025
31444,Female,47,88369
31445,Female,63,92349
31446,Male,28,105049
31447,Male,45,104679
31448,Male,37,102173
31449,Male,59,107264
31450,Male,30,98436
31451,Female,58,87208
31452,Female,26,91036
31453,Female,26,72486
31454,Male,42,101894
31455,Female,29,84712
31456,Female,60,93164
31457,Female,52,93296
31458,Female,56,106461
31459,Male,31,119329
31460,Female,62,84776
31461,Female,53,83100
31462,Male,48,100969
31463,Female,50,81345
